Grupo de Perfil;Cod. Setor;Descricao Setor;Codigo Cliente;Razao Social;Bairro;Ordem;Status do Cliente;Nome Fantasia;Frequencia Visita;Periodicidade;Proxima Visita;Visita Original;Inicio Visita;CNPJ;Inscricao Estadual;Cod. Estabelecimento;Nome Estabelecimento;Cod. Pagto;Descricao Pagto;Serasa;Observacao;Contato;CNPJ;Contato;CNPJ;Ordem por Historico;Dias Entrega;El Dorado;Endereço;Cidade;Cod. Segmento;Segmento
05;0101;WILTON                                            ;98.621;COMERCIO DE CARNES DIAS GUARENTO LTDA   ;VILA TONINHO       ;099;A;TIAO GAS E AGUA     ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;008433570000187;647490222118      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   JOAO URIAS GOMES              867   ;SAO JOSE DO RIO PRETO         ;21;SUB                                     
05;0101;WILTON                                            ; 6.663;VALDEIR JOSE FOLA 30037647806           ;EST.  DAS PAINEIRAS;001;A;FOLAS BAR           ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;26/03/2025;020730169000104;262012946119      ;131;BAR/BARZINHO   ;028;4 DIAS BOLETO   ;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  LUIZ DE MELLO                 477   ;CEDRAL                        ;20;Rota                                    
05;0101;WILTON                                            ; 7.540;SERV FESTA E PEIXARIA KING FISH LTDA    ;JD SAO PAULO       ;001;A;SF PEIXARIA KING    ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;09/04/2025;060146703000154;262043735118      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   HELENA PEROZIN MILANEZ        10    ;CEDRAL                        ;20;Rota                                    
05;0101;WILTON                                            ;83.926;53.433.187 IZAQUEL VIEIRA DA SILVA SOUSA;NOVA CALIFORNIA    ;001;A;MERCEARIA CALIFORNIA;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;09/10/2024;053433187000183;262038866115      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  LUIZ PEREIRA DA COSTA         331   ;CEDRAL                        ;21;SUB                                     
05;0101;WILTON                                            ;84.148;PADARIA COFFEE BREAK LTDA               ;CENTRO             ;001;A;PADARIA COFFEE BREAK;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;05/02/2025;058566642000132;262042525116      ;076;PADARIA/CONFEIT;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  ANTONIO DOS SANTOS GALANTE    360   ;CEDRAL                        ;18;TRAD                                    
05;0101;WILTON                                            ;84.220;58.383.558 MARIA RITA DE CASSIA CHAGAS  ;ESTANCIA NOVA  VENE;001;A;RITA SALGADOS       ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;19/03/2025;058383558000183;151845453118      ;153;LANCHONETE/PAST;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AL  DAS HORTENCIAS                102   ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0101;WILTON                                            ;84.229;59.838.143 ROSEMEIRE TINTI DOS ANJOS PRA;ESTANCIA BORTOLUZO ;001;A;QUITANDA DA ROSE    ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;19/03/2025;059838143000110;262043442115      ;065;ARMAZEM/MERCEAR;028;4 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   SEBASTIAO DA SILVA COSTA      127   ;CEDRAL                        ;18;TRAD                                    
05;0101;WILTON                                            ;30.764;ALEXANDRE CURTOLO - LANCHONETE          ;CENTRO             ;002;A;LANCH DA TIA SONIA  ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;01/01/2025;032436018000127;262022161113      ;153;LANCHONETE/PAST;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  DA SAUDADE                    156   ;CEDRAL                        ;20;Rota                                    
05;0101;WILTON                                            ;30.876;28.239.047 SIMONI ALBANO BARBIM DOS SANT;CENTRO             ;002;A;A DORA PIZZAS CEDRAL;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;01/01/2025;028239047000121;262019124113      ;142;REST./PIZZARIA/;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DA BANDEIRA                   170   ;CEDRAL                        ;20;Rota                                    
05;0101;WILTON                                            ; 4.403;CAMPOS e LOPES LANCHONETE LTDA          ;CENTRO             ;099;A;EMP. BEER           ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;012915403000140;262007010119      ;153;LANCHONETE/PAST;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   JULIO XAVIER DE MENDONCA      165   ;CEDRAL                        ;20;Rota                                    
05;0101;WILTON                                            ; 5.044;VILMA DE OLIVEIRA JORDAO GUIDOLIN       ;CENTRO             ;099;A;AUTO POSTO SAO JOSE ;QUA/                        ;Quinzenal ;30/04/2025;30/04/2025;02/10/2024;014395327000114;262007881118      ;098;LOJA DE CONVENI;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  OLAVIO BILAC                  375   ;CEDRAL                        ;14;Lj. Conveniência                        
05;0101;WILTON                                            ;29.387;GABRIELI GARCIA CURTI FERREIRA 364541538;ESTANCIA BORTOLUZO ;099;A;RBS COUROS          ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;019332994000171;262011416111      ;998;SERV FESTA     ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   A                             126   ;CEDRAL                        ;21;SUB                                     
05;0101;WILTON                                            ;30.638;DATORRE BAR E MERCEARIA LTDA            ;CENTRO             ;099;A;BAR DA CIDA         ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;032235662000137;262021972119      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   LUIZ ZELIOLI                  207   ;CEDRAL                        ;20;Rota                                    
05;0101;WILTON                                            ;31.956;CRISTINA TERESA MARIA 05092488883       ;ESTANCIA BORTOLUZZO;099;A;CRIS LANCHONETE     ;QUA/                        ;Quinzenal ;23/04/2025;23/04/2025;09/10/2024;029854046000150;262020345117      ;153;LANCHONETE/PAST;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   3                             30    ;CEDRAL                        ;20;Rota                                    
05;0101;WILTON                                            ;32.533;CANEO E ALMEIDA CONVENIENCIA LTDA       ;CENTRO             ;099;A;CONVENIENCIA ZAZTRAZ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;043058771000142;262029529110      ;098;LOJA DE CONVENI;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   FELIPE SCARPELLI              449   ;CEDRAL                        ;14;Lj. Conveniência                        
05;0101;WILTON                                            ;33.044;NELITA ALVES DE SOUZA 16980641875       ;ESTANCIA TREVO     ;099;A;SERV F DOS VICENTES ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;043581166000151;262029937110      ;065;ARMAZEM/MERCEAR;008;7 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   RODOLFO GELIO                 70    ;CEDRAL                        ;18;TRAD                                    
05;0101;WILTON                                            ;33.100;LUIZ GUSTAVO DALBIANCO COLOGNESI LTDA   ;CENTRO             ;099;A;CEDROS LANCHES      ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;026927271000180;262017984111      ;153;LANCHONETE/PAST;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  ANTONIO DOS SANTOS GALANTE    1010  ;CEDRAL                        ;20;Rota                                    
05;0101;WILTON                                            ;33.423;LIMA ESPACO GOURMET LTDA                ;CENTRO             ;099;A;LIMA ESPACO GOURMET ;QUA/                        ;Quinzenal ;23/04/2025;23/04/2025;09/10/2024;012294830000158;262016028113      ;142;REST./PIZZARIA/;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   FELICIO BOTTINO               348   ;CEDRAL                        ;20;Rota                                    
05;0101;WILTON                                            ;33.488;RAIMUNDO ADELMO PEREIRA LIMA 16570579843;FRATERNIDADE 2     ;099;A;MERCEARIA SANTA RITA;QUA/                        ;Quinzenal ;23/04/2025;23/04/2025;09/10/2024;045387432000135;124323088111      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   LUIS HENRIQUE MEDRADO         996   ;SAO JOSE DO RIO PRETO         ;21;SUB                                     
05;0101;WILTON                                            ;33.536;POSTO MONTE CARLO CEDRAL KM 426 LTDA    ;INVERNADA          ;099;A;MONTE CARLO CEDRAL  ;QUA/                        ;Quinzenal ;30/04/2025;30/04/2025;02/10/2024;072934722000124;262003431118      ;098;LOJA DE CONVENI;008;7 DIAS BOLETO   ;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;ROD WASHINGTON LUIZ               SN    ;CEDRAL                        ;14;Lj. Conveniência                        
05;0101;WILTON                                            ;34.395;VALDEMIR SANTANA 07322741846            ;CENTRO             ;099;A;BAR SANTANA         ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;046380827000179;262032868114      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  MESSIAS VICENTE FERREIRA      202   ;CEDRAL                        ;20;Rota                                    
05;0101;WILTON                                            ;34.885;49.991.162 GISELE CRISTINA RUSTE MORAES ;CENTRO             ;099;A;CLUBE DOS 21 BAR    ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;049991162000128;262035671111      ;131;BAR/BARZINHO   ;028;4 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  ANTONIO DOS SANTOS GALANTE    360   ;CEDRAL                        ;20;Rota                                    
05;0101;WILTON                                            ;34.981;ALEANDER E RENAN ESPETO BAR LTDA        ;CENTRO             ;099;B;TEXAS ESPETO BAR    ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;050551999000135;262036223110      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  AVENIDA CORONEL SILVERIO DA CUSN    ;CEDRAL                        ;21;SUB                                     
05;0101;WILTON                                            ;35.511;53.367.284 TATIANE CARVALHO DOS SANTOS  ;PARQUE RESIDENCIAL ;099;A;FERA SERV FESTA     ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;053367284000115;132725952114      ;228;TRAILLER/BARRAC;028;4 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   APARECIDA PERPETUA DE OLIVEIRA246   ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0101;WILTON                                            ;35.714;53.710.963 SUZANA MARIA DA SILVA MOIOLI ;CENTRO             ;099;A;MARMITARIA CS DA VO ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;053710963000145;262039073111      ;142;REST./PIZZARIA/;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  OLAVO BILAC                   324   ;CEDRAL                        ;20;Rota                                    
05;0101;WILTON                                            ;45.549;J e J SECONE LTDA ME                    ;ESTANCIA BORTOLUZO ;099;A;MOTEL DORATO        ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;004256380000180;262056800118      ;153;LANCHONETE/PAST;035;1 DIA BOLETO SAD;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;MARGMARGINAL ROD SP 310           429   ;CEDRAL                        ;20;Rota                                    
05;0101;WILTON                                            ;60.071;SANTOS e BOMBARDA LTDA                  ;CENTRO             ;099;A;PANIF LANCH CASARAO ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;066120015000100;262002950114      ;076;PADARIA/CONFEIT;008;7 DIAS BOLETO   ;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  ANTONIO DOS S GALANTE         196   ;CEDRAL                        ;18;TRAD                                    
05;0101;WILTON                                            ;60.170;JOSE LUIS BALDI ME                      ;CENTRO             ;099;A;LIDER BAR           ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;001345734000175;262000265116      ;131;BAR/BARZINHO   ;028;4 DIAS BOLETO   ;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   JOSE BONIFACIO                208   ;CEDRAL                        ;20;Rota                                    
05;0101;WILTON                                            ;63.393;RESTAURANTE E BAZAR CARIJO LTDA         ;FAZENDA PALMEIRA (Z;099;A;REST E BAZAR CARIJO ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;064901036000129;647192365110      ;142;REST./PIZZARIA/;035;1 DIA BOLETO SAD;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;ROD WASHINGTON LUIS               SN    ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0101;WILTON                                            ;68.882;MERCEARIA UENO CEDRAL LTDA              ;EST.  DAS PAINEIRAS;099;A;MERC UENO           ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;002012992000100;262003760114      ;010;MINIMERCADO    ;035;1 DIA BOLETO SAD;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  LUIZ DE MELLO                 546   ;CEDRAL                        ;15;AS (1-4)                                
05;0101;WILTON                                            ;83.102;D. A. PALUDETTI LTDA                    ;GUARANI            ;099;A;PESQUEIRO ALVORADA  ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;043545289000137;262029894110      ;142;REST./PIZZARIA/;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;ROD CEDRAL A POTIRENDABA KM 2     SN    ;CEDRAL                        ;20;Rota                                    
05;0101;WILTON                                            ;83.318;MINIMERCADO ROCHA RIO PRETO LTDA        ;PARQUE RESIDENCIAL ;099;A;MINIMERCADO ROCHA   ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;052351414000169;125792931119      ;010;MINIMERCADO    ;008;7 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  PAULO MARCOS VIEIRA           4420  ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0101;WILTON                                            ;83.591;REFUGIO DO PESCADOR LTDA                ;ZONA RURAL         ;099;A;REFUGIO DO PESCADOR ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;053841067000115;262039199118      ;142;REST./PIZZARIA/;028;4 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;ROD JOAO NEVES                    SN    ;CEDRAL                        ;20;Rota                                    
05;0101;WILTON                                            ;98.426;RICARDO ANDRE RAMALHO 21479853          ;FRATERNIDADE 2     ;099;A;ARMAZEM POPULAR     ;QUA/                        ;Quinzenal ;30/04/2025;30/04/2025;02/10/2024;039536345000108;124169948113      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   ZENAIDE DE SOUZA LIMA SALOMAO 288   ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0101;WILTON                                            ;98.897;N. C. VIEIRA MERCEARIA LTDA             ;SAO LUIZ           ;099;A;BAR DA MATINHA      ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;026586948000164;262017585113      ;065;ARMAZEM/MERCEAR;008;7 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  ANGELICA BELLO ESCARPELLI     513   ;CEDRAL                        ;18;TRAD                                    
05;0101;WILTON                                            ;99.853;APARECIDO DONIZETTI BORTOLOTTI          ;CENTRO             ;099;A;BAR DO BORTOLOTTI   ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;025074738000124;262016677115      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  OLAVO BILAC                   234   ;CEDRAL                        ;20;Rota                                    
05;0101;WILTON                                            ;29.043;TANIA DE JESUS SANTOS 04950499564       ;FRATERNIDADE 2     ;001;A;SERV FESTA DO PIPA  ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;10/04/2025;027771508000140;647881347112      ;998;SERV FESTA     ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   BIANCA KOSSEKI ZANON          122   ;SAO JOSE DO RIO PRETO         ;21;SUB                                     
05;0101;WILTON                                            ;29.195;EDSON JESUS DA SILVA 01461669570        ;PARQUE RESIDENCIAL ;001;B;SERV FESTA DO PIPA  ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;10/10/2024;027968113000131;647886153113      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;S;R   BIANCA KOSSEKI ZANON          122   ;SAO JOSE DO RIO PRETO         ;19;VIP                                     
05;0101;WILTON                                            ;83.056;FAGUNDES SENA SOBRAL FOODS LTDA         ;IDEAL LIFE RESIDENC;001;A;DREAMS FOODS        ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/04/2025;046865793000102;124363595111      ;065;ARMAZEM/MERCEAR;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   ARI FRANCISCO DE ARAUJO       8400  ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0101;WILTON                                            ;83.136;36.546.522 SIRLEI DE LIMA NASCIMENTO    ;PARQUE DAS AMORAS I;001;B;L E C               ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;02/01/2025;036546522000130;124110075113      ;153;LANCHONETE/PAST;008;7 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   JOSE CALDEIRA DA SILVA        435   ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0101;WILTON                                            ;83.921;C.A MORAIS COMERCIO DE BEBIDAS LTDA     ;RESIDENCIAL FRATERN;001;A;FERREIRA SERV FESTA ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;057248990000107;150827406115      ;222;DEPOSITO DE BEB;008;7 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  CLEBER MIGUEL MELARA          716   ;SAO JOSE DO RIO PRETO         ;21;SUB                                     
05;0101;WILTON                                            ;84.166;38.075.510 SILVIA APARECIDA LOPES VERONE;ZONA RURAL         ;001;A;SERV FESTA VINAO    ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;13/02/2025;038075510000109;124148834118      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;A   RURAL                         140   ;SAO JOSE DO RIO PRETO         ;21;SUB                                     
05;0101;WILTON                                            ;98.146;59.920.885 PLINIO HENRIQUE DOS SANTOS DA;PARQUE RESIDENCIAL ;001;A;PLINIO HENRIQUE DOS ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;20/03/2025;059920885000190;153262599118      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  PROFESSORA CLELIA CERIBELLI DE440   ;SAO JOSE DO RIO PRETO         ;21;SUB                                     
05;0101;WILTON                                            ; 4.167;12.006.830 NILVA BENEDETE TOMAZ         ;ESTANCIA SANTA CATA;099;A;BAR DA NILVA        ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;012006830000105;647588524113      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   NORBERTO BORSATO              137   ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0101;WILTON                                            ; 8.062;GETULIO GILBERTO MILAN                  ;ESTANCIA NOSSA SENH;099;A;MERC. ALEGRIA       ;QUI/                        ;Quinzenal ;24/04/2025;24/04/2025;10/10/2024;051356442000106;647285753110      ;131;BAR/BARZINHO   ;095;8 BL ESPECIAL   ;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   ANTONIO NARDIN                214   ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0101;WILTON                                            ;29.063;C A DOS SANTOS CALDEIRA BRAZAO ALM ME   ;PARQUE RESIDENCIAL ;099;A;VILLA D PAES        ;QUI/                        ;Quinzenal ;24/04/2025;24/04/2025;10/10/2024;027590204000186;647876469119      ;010;MINIMERCADO    ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   MARIA FRANCISCA DE JESUS DOS S101   ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0101;WILTON                                            ;29.371;ERICA VIVIANE DE OLIVEIRA 36598596807   ;ESTANCIA SANTA CATA;099;A;BAR OLIVEIRA        ;QUI/                        ;Quinzenal ;24/04/2025;24/04/2025;10/10/2024;027805667000118;647882246110      ;131;BAR/BARZINHO   ;095;8 BL ESPECIAL   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   HENRIQUE ORLANDI              906   ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0101;WILTON                                            ;30.746;ANDERSON TROVO 12179651813              ;ESTANCIA SANTA CATA;099;A;TROVOANDERSON BAR   ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;11/05/2023;030748534000161;647959276114      ;131;BAR/BARZINHO   ;095;8 BL ESPECIAL   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   SILVIO PANZARI                21    ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0101;WILTON                                            ;32.129;C. E. BRANDAO CASA DE PAES LTDA         ;CENTRO (ENGENHEIRO ;099;A;FLOR DO TRIGO       ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;040756794000132;124199058110      ;076;PADARIA/CONFEIT;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   SANTO ANTONIO                 211   ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0101;WILTON                                            ;32.179;MARIA DONIZETI DA CRUZ 26832886896      ;CENTRO (ENGENHEIRO ;099;A;KABORJA MERCEARIA   ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;040138718000163;124185172110      ;065;ARMAZEM/MERCEAR;028;4 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   VOLUNTARIOS DA PATRIA         253   ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0101;WILTON                                            ;32.301;JOAO LUIS FERRARI MINIMERCADO           ;FRATERNIDADE 1     ;099;A;ARMAZEM FERRARI     ;QUI/                        ;Quinzenal ;01/05/2025;01/05/2025;03/10/2024;013517177000101;124215132110      ;065;ARMAZEM/MERCEAR;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  Avenida Cleber Miguel Mellara 257   ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0101;WILTON                                            ;32.673;ANDRE LUIZ NEVES 11683477855            ;PARQUE RESIDENCIAL ;099;A;BAR DO ANDREZAO     ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;11/05/2023;036341957000149;124105337113      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DORINDO MASSON                361   ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0101;WILTON                                            ;33.141;ESFIHARIA E PIZZARIA CLEBER MIGUEL MELAR;PARQUE RESIDENCIAL ;099;A;ESFIHA MAIS         ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;043756698000182;124269720112      ;142;REST./PIZZARIA/;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  CLEBER MIGUEL MELARA          237   ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0101;WILTON                                            ;33.191;ALEX APARECIDO DA SILVA                 ;CENTRO (ENGENHEIRO ;099;A;BAR DO NARDO        ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;044659607000153;124299717115      ;065;ARMAZEM/MERCEAR;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   SETE DE SETEMBRO              152   ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0101;WILTON                                            ;33.271;MARLETE APARECIDA DA SILVA 81063350115  ;RESIDENCIAL FRATERN;099;A;MERC TOCA DO TOM    ;QUI/                        ;Quinzenal ;01/05/2025;01/05/2025;03/10/2024;040616585000193;124195726112      ;065;ARMAZEM/MERCEAR;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DIRCEU CARVALHO               889   ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0101;WILTON                                            ;34.439;RIMOLI RIO PRETO DROGARIA LTDA          ;FRATERNIDADE       ;099;A;DROG FRATERNIDADE   ;QUI/                        ;Quinzenal ;24/04/2025;24/04/2025;10/10/2024;027821535000180;647882663110      ;065;ARMAZEM/MERCEAR;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  CLEBER MIGUEL MELARA          806   ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0101;WILTON                                            ;35.306;50.394.104 FLAVIO DO AMARAL CARDOSO DIAS;IDEAL LIFE ECOLAZER;099;A;EVENTOS AMARAL      ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;050394104000104;124443631119      ;997;EVENTOS        ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   SANTO BORTOLOTE               197   ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0101;WILTON                                            ;35.451;LE PAES E DOCES LTDA                    ;CENTRO (ENGENHEIRO ;099;A;LE PAES E DOCES     ;QUI/                        ;Quinzenal ;01/05/2025;01/05/2025;03/10/2024;053179211000108;132594101112      ;076;PADARIA/CONFEIT;006;PIX AVISTA      ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   COUTINHO CAVALCANTI           209   ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
05;0101;WILTON                                            ;35.926;51.794.284 GABRIEL NAVES DE OLIVEIRA    ;PARQUE RESIDENCIAL ;099;A;BIEL BARBER         ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;051794284000176;150761380117      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DIRCEU CARVALHO               808   ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
